file,entries,selected_entries,threshold,xsec_fb,rate_factor,effective_xsec_fb,generated_events,expected_preselected_events,expected_selected_events,expected_selected_error,raw_sigma_eff_fb,effective_sigma_eff_fb,weighted_efficiency,raw_weight_efficiency,mean_score
/home/apapaefs/Projects/AlpGen/alpgen_mod_repo/4H/Backgrounds/events/HW-AlpGen8Q-LHEWriter-Reweighted_var.smearCMS.root,2269,2,0.904,0.6345000000000001,0.5449810500781249,0.34579047627457027,150000,5.0499979828883355,0.0021336794960578245,0.0015240044427830405,0.0002680832041589006,0.00014610026611082598,0.000422510960061309,0.00042251096006130895,0.14088119592667572
