index,worker,order_in_worker,source,c3,d4,run_name,target_events,seed,status,event_count,cross_section_pb,lhe_file,log_file,updated_at,error
107,8,10,bridge_60,-3.0,-200.0,run_gg_4h_5_-3.0_-200.0,40000,743327470,complete,40000,0.00076345,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-3.0_-200.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_08/run_gg_4h_5_-3.0_-200.0.log,2026-07-26T22:46:21+00:00,
108,9,10,bridge_60,-3.0,300.0,run_gg_4h_5_-3.0_300.0,40000,101925976,complete,40000,0.00182442,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-3.0_300.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_09/run_gg_4h_5_-3.0_300.0.log,2026-07-26T22:46:21+00:00,
109,10,10,signal_57,0.5,70.7107,run_gg_4h_5_0.5_70.7107,40000,558405449,complete,40000,2.48359e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_0.5_70.7107/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_10/run_gg_4h_5_0.5_70.7107.log,2026-07-26T22:46:22+00:00,
110,11,10,signal_57,30.0,-700.0,run_gg_4h_5_30.0_-700.0,40000,366356411,complete,40000,0.216564,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_30.0_-700.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_11/run_gg_4h_5_30.0_-700.0.log,2026-07-26T22:46:22+00:00,
111,1,11,bridge_60,6.0,200.0,run_gg_4h_5_6.0_200.0,40000,835248196,complete,40000,0.0029531,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_6.0_200.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_01/run_gg_4h_5_6.0_200.0.log,2026-07-26T22:46:22+00:00,
112,2,11,bridge_60,9.0,-300.0,run_gg_4h_5_9.0_-300.0,40000,473292992,complete,40000,0.0118844,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_9.0_-300.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_02/run_gg_4h_5_9.0_-300.0.log,2026-07-26T22:46:23+00:00,
113,3,11,bridge_60,3.0,200.0,run_gg_4h_5_3.0_200.0,40000,893397772,complete,40000,0.00084349,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_3.0_200.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_03/run_gg_4h_5_3.0_200.0.log,2026-07-26T22:46:23+00:00,
114,4,11,bridge_60,12.0,-300.0,run_gg_4h_5_12.0_-300.0,40000,884586536,complete,40000,0.0175792,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_12.0_-300.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_04/run_gg_4h_5_12.0_-300.0.log,2026-07-26T22:46:23+00:00,
115,5,11,signal_57,0.0,0.0,run_gg_4h_5_0.0_0.0,40000,875559765,complete,40000,1.2451e-07,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_0.0_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_05/run_gg_4h_5_0.0_0.0.log,2026-07-26T22:46:24+00:00,
116,6,11,signal_57,0.5,0.0,run_gg_4h_5_0.5_0.0,40000,873935250,complete,40000,1.45028e-07,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_0.5_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_06/run_gg_4h_5_0.5_0.0.log,2026-07-26T22:46:24+00:00,
117,7,11,signal_57,-1.0,100.0,run_gg_4h_5_-1.0_100.0,40000,687277934,complete,40000,6.1146e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-1.0_100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_07/run_gg_4h_5_-1.0_100.0.log,2026-07-26T22:46:24+00:00,
118,8,11,signal_57,15.0,0.0,run_gg_4h_5_15.0_0.0,40000,844188483,complete,40000,0.003566,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_15.0_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_08/run_gg_4h_5_15.0_0.0.log,2026-07-26T22:46:25+00:00,
119,9,11,signal_57,-0.5,-100.0,run_gg_4h_5_-0.5_-100.0,40000,53364181,complete,40000,5.7818e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-0.5_-100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_09/run_gg_4h_5_-0.5_-100.0.log,2026-07-26T22:46:25+00:00,
120,10,11,signal_57,1.0,0.0,run_gg_4h_5_1.0_0.0,40000,749182443,complete,40000,2.16409e-07,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_1.0_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_10/run_gg_4h_5_1.0_0.0.log,2026-07-26T22:46:25+00:00,
121,11,11,bridge_60,9.0,300.0,run_gg_4h_5_9.0_300.0,40000,229074911,complete,40000,0.0155688,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_9.0_300.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_11/run_gg_4h_5_9.0_300.0.log,2026-07-26T22:46:26+00:00,
122,1,12,signal_57,-1.0,-100.0,run_gg_4h_5_-1.0_-100.0,40000,12122075,complete,40000,6.8746e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-1.0_-100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_01/run_gg_4h_5_-1.0_-100.0.log,2026-07-26T22:46:26+00:00,
123,2,12,bridge_60,12.0,100.0,run_gg_4h_5_12.0_100.0,40000,591061331,complete,40000,0.0058956,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_12.0_100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_02/run_gg_4h_5_12.0_100.0.log,2026-07-26T22:46:26+00:00,
124,3,12,bridge_60,6.0,-100.0,run_gg_4h_5_6.0_-100.0,40000,715495697,complete,40000,0.00067436,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_6.0_-100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_03/run_gg_4h_5_6.0_-100.0.log,2026-07-26T22:46:27+00:00,
125,4,12,bridge_60,-3.0,-300.0,run_gg_4h_5_-3.0_-300.0,40000,648757177,complete,40000,0.00173933,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-3.0_-300.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_04/run_gg_4h_5_-3.0_-300.0.log,2026-07-26T22:46:27+00:00,
126,5,12,bridge_60,0.0,200.0,run_gg_4h_5_0.0_200.0,40000,387401498,complete,40000,0.000194625,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_0.0_200.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_05/run_gg_4h_5_0.0_200.0.log,2026-07-26T22:46:27+00:00,
127,6,12,signal_57,-0.5,-70.7107,run_gg_4h_5_-0.5_-70.7107,40000,636722009,complete,40000,2.9841e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-0.5_-70.7107/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_06/run_gg_4h_5_-0.5_-70.7107.log,2026-07-26T22:46:28+00:00,
128,7,12,signal_57,1.0,100.0,run_gg_4h_5_1.0_100.0,40000,740689540,complete,40000,6.4932e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_1.0_100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_07/run_gg_4h_5_1.0_100.0.log,2026-07-26T22:46:28+00:00,
129,8,12,bridge_60,9.0,100.0,run_gg_4h_5_9.0_100.0,40000,297044111,complete,40000,0.0022836,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_9.0_100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_08/run_gg_4h_5_9.0_100.0.log,2026-07-26T22:46:28+00:00,
130,9,12,bridge_60,-9.0,300.0,run_gg_4h_5_-9.0_300.0,40000,561988763,complete,40000,0.0172809,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-9.0_300.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_09/run_gg_4h_5_-9.0_300.0.log,2026-07-26T22:46:29+00:00,
131,10,12,bridge_60,-3.0,200.0,run_gg_4h_5_-3.0_200.0,40000,72422860,complete,40000,0.00081743,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-3.0_200.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_10/run_gg_4h_5_-3.0_200.0.log,2026-07-26T22:46:29+00:00,
132,11,12,signal_57,-30.0,700.0,run_gg_4h_5_-30.0_700.0,40000,505305167,complete,40000,2.13155,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-30.0_700.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_11/run_gg_4h_5_-30.0_700.0.log,2026-07-26T22:46:30+00:00,
133,1,13,bridge_60,-6.0,-100.0,run_gg_4h_5_-6.0_-100.0,40000,66213769,complete,40000,0.00044799,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-6.0_-100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_01/run_gg_4h_5_-6.0_-100.0.log,2026-07-26T22:46:30+00:00,
134,2,13,bridge_60,3.0,300.0,run_gg_4h_5_3.0_300.0,40000,558570611,complete,40000,0.00192724,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_3.0_300.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_02/run_gg_4h_5_3.0_300.0.log,2026-07-26T22:46:30+00:00,
135,3,13,signal_57,0.866025,100.0,run_gg_4h_5_0.866025_100.0,40000,557453833,complete,40000,6.0665e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_0.866025_100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_03/run_gg_4h_5_0.866025_100.0.log,2026-07-26T22:46:31+00:00,
136,4,13,signal_57,0.0,70.7107,run_gg_4h_5_0.0_70.7107,40000,641742682,complete,40000,2.24024e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_0.0_70.7107/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_04/run_gg_4h_5_0.0_70.7107.log,2026-07-26T22:46:31+00:00,
137,5,13,bridge_60,-6.0,0.0,run_gg_4h_5_-6.0_0.0,40000,63710474,complete,40000,5.2721e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-6.0_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_05/run_gg_4h_5_-6.0_0.0.log,2026-07-26T22:46:31+00:00,
138,6,13,bridge_60,6.0,300.0,run_gg_4h_5_6.0_300.0,40000,620854294,complete,40000,0.0065339,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_6.0_300.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_06/run_gg_4h_5_6.0_300.0.log,2026-07-26T22:46:32+00:00,
139,7,13,signal_57,0.866025,70.7107,run_gg_4h_5_0.866025_70.7107,40000,875297764,complete,40000,2.9078e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_0.866025_70.7107/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_07/run_gg_4h_5_0.866025_70.7107.log,2026-07-26T22:46:32+00:00,
140,8,13,signal_57,-30.0,-700.0,run_gg_4h_5_-30.0_-700.0,40000,61689799,complete,40000,0.142181,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-30.0_-700.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_08/run_gg_4h_5_-30.0_-700.0.log,2026-07-26T22:46:32+00:00,
141,9,13,signal_57,-1.0,-70.7107,run_gg_4h_5_-1.0_-70.7107,40000,257330847,complete,40000,3.53214e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-1.0_-70.7107/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_09/run_gg_4h_5_-1.0_-70.7107.log,2026-07-26T22:46:33+00:00,
142,10,13,signal_57,0.0,100.0,run_gg_4h_5_0.0_100.0,40000,643841641,complete,40000,4.6539e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_0.0_100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_10/run_gg_4h_5_0.0_100.0.log,2026-07-26T22:46:33+00:00,
143,11,13,bridge_60,-3.0,0.0,run_gg_4h_5_-3.0_0.0,40000,664491988,complete,40000,2.27616e-06,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-3.0_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_11/run_gg_4h_5_-3.0_0.0.log,2026-07-26T22:46:33+00:00,
144,1,14,bridge_60,-9.0,-100.0,run_gg_4h_5_-9.0_-100.0,40000,455347086,complete,40000,0.00057113,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-9.0_-100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_01/run_gg_4h_5_-9.0_-100.0.log,2026-07-26T22:46:34+00:00,
145,2,14,bridge_60,-9.0,-200.0,run_gg_4h_5_-9.0_-200.0,40000,338362819,complete,40000,0.0036038,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-9.0_-200.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_02/run_gg_4h_5_-9.0_-200.0.log,2026-07-26T22:46:34+00:00,
146,3,14,bridge_60,0.0,300.0,run_gg_4h_5_0.0_300.0,40000,117620623,complete,40000,0.0004456,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_0.0_300.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_03/run_gg_4h_5_0.0_300.0.log,2026-07-26T22:46:34+00:00,
147,4,14,signal_57,-0.5,70.7107,run_gg_4h_5_-0.5_70.7107,40000,570364041,complete,40000,2.3957e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-0.5_70.7107/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_04/run_gg_4h_5_-0.5_70.7107.log,2026-07-26T22:46:35+00:00,
148,5,14,bridge_60,-9.0,0.0,run_gg_4h_5_-9.0_0.0,40000,487040081,complete,40000,0.00042834,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-9.0_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_05/run_gg_4h_5_-9.0_0.0.log,2026-07-26T22:46:35+00:00,
149,6,14,signal_57,25.9808,0.0,run_gg_4h_5_25.9808_0.0,40000,390652433,complete,40000,0.10449,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_25.9808_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_06/run_gg_4h_5_25.9808_0.0.log,2026-07-26T22:46:35+00:00,
150,7,14,signal_57,1.0,-100.0,run_gg_4h_5_1.0_-100.0,40000,245731770,complete,40000,7.946e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_1.0_-100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_07/run_gg_4h_5_1.0_-100.0.log,2026-07-26T22:46:36+00:00,
151,8,14,signal_57,-1.0,0.0,run_gg_4h_5_-1.0_0.0,40000,172050457,complete,40000,1.92947e-07,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-1.0_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_08/run_gg_4h_5_-1.0_0.0.log,2026-07-26T22:46:36+00:00,
152,9,14,bridge_60,6.0,100.0,run_gg_4h_5_6.0_100.0,40000,335132079,complete,40000,0.00077832,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_6.0_100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_09/run_gg_4h_5_6.0_100.0.log,2026-07-26T22:46:36+00:00,
153,10,14,signal_57,0.0,-700.0,run_gg_4h_5_0.0_-700.0,40000,844167848,complete,40000,0.0025227,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_0.0_-700.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_10/run_gg_4h_5_0.0_-700.0.log,2026-07-26T22:46:37+00:00,
