index,worker,order_in_worker,source,c3,d4,run_name,target_events,seed,status,event_count,cross_section_pb,lhe_file,log_file,updated_at,error
51,7,5,signal_57,30.0,700.0,run_gg_4h_5_30.0_700.0,40000,341750183,complete,40000,1.85673,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_30.0_700.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_07/run_gg_4h_5_30.0_700.0.log,2026-07-26T22:46:01+00:00,
52,8,5,signal_57,-0.866025,0.0,run_gg_4h_5_-0.866025_0.0,40000,791525817,complete,40000,1.73243e-07,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-0.866025_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_08/run_gg_4h_5_-0.866025_0.0.log,2026-07-26T22:46:02+00:00,
53,9,5,bridge_60,-6.0,-200.0,run_gg_4h_5_-6.0_-200.0,40000,823219052,complete,40000,0.00217243,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-6.0_-200.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_09/run_gg_4h_5_-6.0_-200.0.log,2026-07-26T22:46:02+00:00,
54,10,5,bridge_60,6.0,-300.0,run_gg_4h_5_6.0_-300.0,40000,72503300,complete,40000,0.0062055,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_6.0_-300.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_10/run_gg_4h_5_6.0_-300.0.log,2026-07-26T22:46:02+00:00,
55,11,5,bridge_60,12.0,-100.0,run_gg_4h_5_12.0_-100.0,40000,679401939,complete,40000,0.00120182,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_12.0_-100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_11/run_gg_4h_5_12.0_-100.0.log,2026-07-26T22:46:03+00:00,
56,1,6,signal_57,1.0,-70.7107,run_gg_4h_5_1.0_-70.7107,40000,245416863,complete,40000,4.1491e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_1.0_-70.7107/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_01/run_gg_4h_5_1.0_-70.7107.log,2026-07-26T22:46:03+00:00,
57,2,6,bridge_60,-12.0,-100.0,run_gg_4h_5_-12.0_-100.0,40000,710267879,complete,40000,0.00060393,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-12.0_-100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_02/run_gg_4h_5_-12.0_-100.0.log,2026-07-26T22:46:03+00:00,
58,3,6,bridge_60,9.0,-200.0,run_gg_4h_5_9.0_-200.0,40000,502564457,complete,40000,0.0049952,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_9.0_-200.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_03/run_gg_4h_5_9.0_-200.0.log,2026-07-26T22:46:04+00:00,
59,4,6,bridge_60,12.0,0.0,run_gg_4h_5_12.0_0.0,40000,598385287,complete,40000,0.00092835,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_12.0_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_04/run_gg_4h_5_12.0_0.0.log,2026-07-26T22:46:04+00:00,
60,5,6,bridge_60,3.0,100.0,run_gg_4h_5_3.0_100.0,40000,212675537,complete,40000,0.000202488,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_3.0_100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_05/run_gg_4h_5_3.0_100.0.log,2026-07-26T22:46:04+00:00,
61,6,6,bridge_60,3.0,0.0,run_gg_4h_5_3.0_0.0,40000,843120312,complete,40000,1.71864e-06,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_3.0_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_06/run_gg_4h_5_3.0_0.0.log,2026-07-26T22:46:05+00:00,
62,7,6,bridge_60,12.0,200.0,run_gg_4h_5_12.0_200.0,40000,492150536,complete,40000,0.0161285,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_12.0_200.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_07/run_gg_4h_5_12.0_200.0.log,2026-07-26T22:46:05+00:00,
63,8,6,bridge_60,9.0,0.0,run_gg_4h_5_9.0_0.0,40000,854988654,complete,40000,0.000173422,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_9.0_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_08/run_gg_4h_5_9.0_0.0.log,2026-07-26T22:46:05+00:00,
64,9,6,signal_57,-21.2132,-700.0,run_gg_4h_5_-21.2132_-700.0,40000,304969013,complete,40000,0.180208,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-21.2132_-700.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_09/run_gg_4h_5_-21.2132_-700.0.log,2026-07-26T22:46:06+00:00,
65,10,6,bridge_60,-3.0,100.0,run_gg_4h_5_-3.0_100.0,40000,429166315,complete,40000,0.000212897,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-3.0_100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_10/run_gg_4h_5_-3.0_100.0.log,2026-07-26T22:46:06+00:00,
66,11,6,signal_57,21.2132,-700.0,run_gg_4h_5_21.2132_-700.0,40000,887579132,complete,40000,0.229395,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_21.2132_-700.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_11/run_gg_4h_5_21.2132_-700.0.log,2026-07-26T22:46:06+00:00,
67,1,7,signal_57,-1.0,70.7107,run_gg_4h_5_-1.0_70.7107,40000,602390265,complete,40000,2.9868e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-1.0_70.7107/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_01/run_gg_4h_5_-1.0_70.7107.log,2026-07-26T22:46:07+00:00,
68,2,7,bridge_60,-6.0,100.0,run_gg_4h_5_-6.0_100.0,40000,591591133,complete,40000,0.00097855,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-6.0_100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_02/run_gg_4h_5_-6.0_100.0.log,2026-07-26T22:46:07+00:00,
69,3,7,bridge_60,-9.0,100.0,run_gg_4h_5_-9.0_100.0,40000,531103153,complete,40000,0.0031567,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-9.0_100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_03/run_gg_4h_5_-9.0_100.0.log,2026-07-26T22:46:08+00:00,
70,4,7,signal_57,0.0,-70.7107,run_gg_4h_5_0.0_-70.7107,40000,536105198,complete,40000,2.8782e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_0.0_-70.7107/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_04/run_gg_4h_5_0.0_-70.7107.log,2026-07-26T22:46:08+00:00,
71,5,7,signal_57,-25.9808,0.0,run_gg_4h_5_-25.9808_0.0,40000,777481611,complete,40000,0.157677,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-25.9808_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_05/run_gg_4h_5_-25.9808_0.0.log,2026-07-26T22:46:08+00:00,
72,6,7,signal_57,-15.0,0.0,run_gg_4h_5_-15.0_0.0,40000,568977437,complete,40000,0.0069571,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-15.0_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_06/run_gg_4h_5_-15.0_0.0.log,2026-07-26T22:46:09+00:00,
73,7,7,signal_57,-30.0,0.0,run_gg_4h_5_-30.0_0.0,40000,227075053,complete,40000,0.36141,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-30.0_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_07/run_gg_4h_5_-30.0_0.0.log,2026-07-26T22:46:09+00:00,
74,8,7,bridge_60,9.0,200.0,run_gg_4h_5_9.0_200.0,40000,24657360,complete,40000,0.0074034,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_9.0_200.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_08/run_gg_4h_5_9.0_200.0.log,2026-07-26T22:46:09+00:00,
75,9,7,signal_57,-0.5,100.0,run_gg_4h_5_-0.5_100.0,40000,891814960,complete,40000,4.9559e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-0.5_100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_09/run_gg_4h_5_-0.5_100.0.log,2026-07-26T22:46:10+00:00,
76,10,7,bridge_60,6.0,0.0,run_gg_4h_5_6.0_0.0,40000,489625138,complete,40000,2.159e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_6.0_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_10/run_gg_4h_5_6.0_0.0.log,2026-07-26T22:46:10+00:00,
77,11,7,signal_57,1.0,70.7107,run_gg_4h_5_1.0_70.7107,40000,711429699,complete,40000,3.1217e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_1.0_70.7107/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_11/run_gg_4h_5_1.0_70.7107.log,2026-07-26T22:46:10+00:00,
78,1,8,signal_57,0.866025,0.0,run_gg_4h_5_0.866025_0.0,40000,64372549,complete,40000,1.90849e-07,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_0.866025_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_01/run_gg_4h_5_0.866025_0.0.log,2026-07-26T22:46:11+00:00,
79,2,8,bridge_60,-3.0,-100.0,run_gg_4h_5_-3.0_-100.0,40000,559686769,complete,40000,0.00018597,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-3.0_-100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_02/run_gg_4h_5_-3.0_-100.0.log,2026-07-26T22:46:11+00:00,
80,3,8,bridge_60,-12.0,200.0,run_gg_4h_5_-12.0_200.0,40000,12771661,complete,40000,0.0201387,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-12.0_200.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_03/run_gg_4h_5_-12.0_200.0.log,2026-07-26T22:46:11+00:00,
81,4,8,signal_57,0.866025,-70.7107,run_gg_4h_5_0.866025_-70.7107,40000,237581535,complete,40000,3.8668e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_0.866025_-70.7107/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_04/run_gg_4h_5_0.866025_-70.7107.log,2026-07-26T22:46:12+00:00,
82,5,8,bridge_60,0.0,-300.0,run_gg_4h_5_0.0_-300.0,40000,493942767,complete,40000,0.00047199,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_0.0_-300.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_05/run_gg_4h_5_0.0_-300.0.log,2026-07-26T22:46:12+00:00,
83,6,8,signal_57,0.5,-100.0,run_gg_4h_5_0.5_-100.0,40000,458504241,complete,40000,6.2983e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_0.5_-100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_06/run_gg_4h_5_0.5_-100.0.log,2026-07-26T22:46:12+00:00,
84,7,8,signal_57,-0.965926,0.0,run_gg_4h_5_-0.965926_0.0,40000,208050169,complete,40000,1.88147e-07,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-0.965926_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_07/run_gg_4h_5_-0.965926_0.0.log,2026-07-26T22:46:13+00:00,
85,8,8,signal_57,-21.2132,700.0,run_gg_4h_5_-21.2132_700.0,40000,39335114,complete,40000,0.68945,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-21.2132_700.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_08/run_gg_4h_5_-21.2132_700.0.log,2026-07-26T22:46:13+00:00,
86,9,8,bridge_60,-6.0,200.0,run_gg_4h_5_-6.0_200.0,40000,170146534,complete,40000,0.0032304,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-6.0_200.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_09/run_gg_4h_5_-6.0_200.0.log,2026-07-26T22:46:13+00:00,
87,10,8,bridge_60,9.0,-100.0,run_gg_4h_5_9.0_-100.0,40000,149341229,complete,40000,0.00107617,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_9.0_-100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_10/run_gg_4h_5_9.0_-100.0.log,2026-07-26T22:46:14+00:00,
88,11,8,bridge_60,-6.0,300.0,run_gg_4h_5_-6.0_300.0,40000,64718776,complete,40000,0.0067924,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-6.0_300.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_11/run_gg_4h_5_-6.0_300.0.log,2026-07-26T22:46:14+00:00,
89,1,9,signal_57,30.0,0.0,run_gg_4h_5_30.0_0.0,40000,498721639,complete,40000,0.252814,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_30.0_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_01/run_gg_4h_5_30.0_0.0.log,2026-07-26T22:46:14+00:00,
90,2,9,bridge_60,-9.0,200.0,run_gg_4h_5_-9.0_200.0,40000,220463390,complete,40000,0.0087747,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-9.0_200.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_02/run_gg_4h_5_-9.0_200.0.log,2026-07-26T22:46:15+00:00,
91,3,9,signal_57,0.258819,0.0,run_gg_4h_5_0.258819_0.0,40000,561711552,complete,40000,1.30116e-07,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_0.258819_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_03/run_gg_4h_5_0.258819_0.0.log,2026-07-26T22:46:15+00:00,
92,4,9,bridge_60,-12.0,-200.0,run_gg_4h_5_-12.0_-200.0,40000,130041879,complete,40000,0.0042422,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-12.0_-200.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_04/run_gg_4h_5_-12.0_-200.0.log,2026-07-26T22:46:16+00:00,
93,5,9,signal_57,-0.707107,0.0,run_gg_4h_5_-0.707107_0.0,40000,146358220,complete,40000,1.5544e-07,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-0.707107_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_05/run_gg_4h_5_-0.707107_0.0.log,2026-07-26T22:46:16+00:00,
94,6,9,bridge_60,12.0,-200.0,run_gg_4h_5_12.0_-200.0,40000,330661102,complete,40000,0.0067182,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_12.0_-200.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_06/run_gg_4h_5_12.0_-200.0.log,2026-07-26T22:46:16+00:00,
95,7,9,signal_57,0.0,-100.0,run_gg_4h_5_0.0_-100.0,40000,444727811,complete,40000,5.5538e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_0.0_-100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_07/run_gg_4h_5_0.0_-100.0.log,2026-07-26T22:46:17+00:00,
96,8,9,signal_57,-0.866025,100.0,run_gg_4h_5_-0.866025_100.0,40000,685803756,complete,40000,5.7057e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-0.866025_100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_08/run_gg_4h_5_-0.866025_100.0.log,2026-07-26T22:46:17+00:00,
97,9,9,signal_57,0.965926,0.0,run_gg_4h_5_0.965926_0.0,40000,87456427,complete,40000,2.08783e-07,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_0.965926_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_09/run_gg_4h_5_0.965926_0.0.log,2026-07-26T22:46:17+00:00,
98,10,9,bridge_60,3.0,-100.0,run_gg_4h_5_3.0_-100.0,40000,636370937,complete,40000,0.000240602,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_3.0_-100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_10/run_gg_4h_5_3.0_-100.0.log,2026-07-26T22:46:18+00:00,
99,11,9,bridge_60,-12.0,-300.0,run_gg_4h_5_-12.0_-300.0,40000,460393309,complete,40000,0.0129573,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-12.0_-300.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_11/run_gg_4h_5_-12.0_-300.0.log,2026-07-26T22:46:18+00:00,
100,1,10,bridge_60,0.0,-200.0,run_gg_4h_5_0.0_-200.0,40000,45514791,complete,40000,0.000212381,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_0.0_-200.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_01/run_gg_4h_5_0.0_-200.0.log,2026-07-26T22:46:18+00:00,
101,2,10,signal_57,21.2132,700.0,run_gg_4h_5_21.2132_700.0,40000,189335385,complete,40000,0.61807,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_21.2132_700.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_02/run_gg_4h_5_21.2132_700.0.log,2026-07-26T22:46:19+00:00,
102,3,10,signal_57,0.707107,0.0,run_gg_4h_5_0.707107_0.0,40000,796322513,complete,40000,1.66874e-07,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_0.707107_0.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_03/run_gg_4h_5_0.707107_0.0.log,2026-07-26T22:46:19+00:00,
103,4,10,signal_57,0.866025,-100.0,run_gg_4h_5_0.866025_-100.0,40000,705184098,complete,40000,7.4277e-05,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_0.866025_-100.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_04/run_gg_4h_5_0.866025_-100.0.log,2026-07-26T22:46:19+00:00,
104,5,10,bridge_60,3.0,-200.0,run_gg_4h_5_3.0_-200.0,40000,666558968,complete,40000,0.00091894,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_3.0_-200.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_05/run_gg_4h_5_3.0_-200.0.log,2026-07-26T22:46:20+00:00,
105,6,10,bridge_60,-6.0,-300.0,run_gg_4h_5_-6.0_-300.0,40000,785169459,complete,40000,0.0051979,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_-6.0_-300.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_06/run_gg_4h_5_-6.0_-300.0.log,2026-07-26T22:46:20+00:00,
106,7,10,signal_57,0.0,700.0,run_gg_4h_5_0.0_700.0,40000,484294437,complete,40000,0.0024609,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MG5_aMC_v3_5_15/gg_4h_c3d4/Events/run_gg_4h_5_0.0_700.0/unweighted_events.lhe.gz,/home/apapaefs/Projects/QuadrupleHiggsAnalysis/MadGraphCards/c3d4_refinement_40k/logs/worker_07/run_gg_4h_5_0.0_700.0.log,2026-07-26T22:46:20+00:00,
