index,c3,d4,run_name,workdir,root_file,root_bytes,merge_summary,merged_events,zero_weight_events,merged_xsec_pb,analysis_xsec_fb,herwig_total_xsec_nb,herwig_total_xsec_fb,relative_difference,status
128,1.0,100.0,run_gg_hhhg_4_1.0_100.0,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_1.0_100.0_hhhbb_stage2.root,8150707,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_1.0_100.0/merge_summary.json,10000,0,6.58635342428e-05,0.0658635342428,6.59e-08,0.0659,0.00055365624734,ok
129,9.0,100.0,run_gg_hhhg_4_9.0_100.0,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_9.0_100.0_hhhbb_stage2.root,8014034,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_9.0_100.0/merge_summary.json,10000,0,0.000235845600514,0.235845600514,2.36e-07,0.236,0.000654663414991,ok
130,-9.0,300.0,run_gg_hhhg_4_-9.0_300.0,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_-9.0_300.0_hhhbb_stage2.root,8042759,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_-9.0_300.0/merge_summary.json,10000,0,0.00154777600698,1.54777600698,1.55e-06,1.55,0.00143689591543,ok
131,-3.0,200.0,run_gg_hhhg_4_-3.0_200.0,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_-3.0_200.0_hhhbb_stage2.root,8094324,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_-3.0_200.0/merge_summary.json,10000,0,0.000376540281865,0.376540281865,3.77e-07,0.377,0.00122090027933,ok
132,-30.0,700.0,run_gg_hhhg_4_-30.0_700.0,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_-30.0_700.0_hhhbb_stage2.root,7968151,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_-30.0_700.0/merge_summary.json,10000,0,0.0344518546076,34.4518546076,3.45e-05,34.5,0.00139746881325,ok
133,-6.0,-100.0,run_gg_hhhg_4_-6.0_-100.0,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_-6.0_-100.0_hhhbb_stage2.root,8407404,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_-6.0_-100.0/merge_summary.json,10000,0,2.26293630226e-05,0.0226293630226,2.26e-08,0.0226,0.00129756292918,ok
134,3.0,300.0,run_gg_hhhg_4_3.0_300.0,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_3.0_300.0_hhhbb_stage2.root,8154788,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_3.0_300.0/merge_summary.json,10000,0,0.000664238208521,0.664238208521,6.64e-07,0.664,0.000358619118972,ok
135,0.866025,100.0,run_gg_hhhg_4_0.866025_100.0,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_0.866025_100.0_hhhbb_stage2.root,8155977,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_0.866025_100.0/merge_summary.json,10000,1,6.59670480796e-05,0.0659670480796,6.6e-08,0.066,0.000499520918234,ok
136,0.0,70.7107,run_gg_hhhg_4_0.0_70.7107,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_0.0_70.7107_hhhbb_stage2.root,8128987,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_0.0_70.7107/merge_summary.json,10000,0,3.44093342768e-05,0.0344093342768,3.44e-08,0.0344,0.000271271646291,ok
137,-6.0,0.0,run_gg_hhhg_4_-6.0_0.0,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_-6.0_0.0_hhhbb_stage2.root,7915314,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_-6.0_0.0/merge_summary.json,10000,0,5.58761593583e-05,0.0558761593583,5.59e-08,0.0559,0.000426669297505,ok
138,6.0,300.0,run_gg_hhhg_4_6.0_300.0,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_6.0_300.0_hhhbb_stage2.root,8109960,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_6.0_300.0/merge_summary.json,10000,0,0.000773783432749,0.773783432749,7.74e-07,0.774,0.00027988096067,ok
139,0.866025,70.7107,run_gg_hhhg_4_0.866025_70.7107,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_0.866025_70.7107_hhhbb_stage2.root,8129142,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_0.866025_70.7107/merge_summary.json,10000,0,3.13565593391e-05,0.0313565593391,3.14e-08,0.0314,0.00138537715162,ok
140,-30.0,-700.0,run_gg_hhhg_4_-30.0_-700.0,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_-30.0_-700.0_hhhbb_stage2.root,7795531,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_-30.0_-700.0/merge_summary.json,10000,1,0.0050761069779,5.0761069779,5.08e-06,5.08,0.000766930664144,ok
141,-1.0,-70.7107,run_gg_hhhg_4_-1.0_-70.7107,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_-1.0_-70.7107_hhhbb_stage2.root,8221710,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_-1.0_-70.7107/merge_summary.json,10000,1,3.34725893808e-05,0.0334725893808,3.35e-08,0.0335,0.000818897483863,ok
142,0.0,100.0,run_gg_hhhg_4_0.0_100.0,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_0.0_100.0_hhhbb_stage2.root,8131745,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_0.0_100.0/merge_summary.json,10000,0,6.95762423774e-05,0.0695762423774,6.96e-08,0.0696,0.000341461708939,ok
143,-3.0,0.0,run_gg_hhhg_4_-3.0_0.0,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_-3.0_0.0_hhhbb_stage2.root,7938278,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_-3.0_0.0/merge_summary.json,10000,0,8.07311997954e-06,0.00807311997954,8.07e-09,0.00807,0.000386465152433,ok
144,-9.0,-100.0,run_gg_hhhg_4_-9.0_-100.0,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_-9.0_-100.0_hhhbb_stage2.root,7893535,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_-9.0_-100.0/merge_summary.json,10000,1,5.92785075172e-05,0.0592785075172,5.93e-08,0.0593,0.000362567880081,ok
145,-9.0,-200.0,run_gg_hhhg_4_-9.0_-200.0,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_-9.0_-200.0_hhhbb_stage2.root,8501169,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_-9.0_-200.0/merge_summary.json,10000,0,6.84929623953e-05,0.0684929623953,6.85e-08,0.0685,0.000102749310846,ok
146,0.0,300.0,run_gg_hhhg_4_0.0_300.0,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_0.0_300.0_hhhbb_stage2.root,8160146,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_0.0_300.0/merge_summary.json,10000,0,0.000669138604299,0.669138604299,6.69e-07,0.669,0.000207138398301,ok
147,-0.5,70.7107,run_gg_hhhg_4_-0.5_70.7107,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_-0.5_70.7107_hhhbb_stage2.root,8117067,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_-0.5_70.7107/merge_summary.json,10000,0,3.6195045305e-05,0.036195045305,3.62e-08,0.0362,0.000136888763828,ok
148,-9.0,0.0,run_gg_hhhg_4_-9.0_0.0,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_-9.0_0.0_hhhbb_stage2.root,7899528,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_-9.0_0.0/merge_summary.json,10000,0,0.000202937789489,0.202937789489,2.03e-07,0.203,0.000306549663408,ok
149,25.9808,0.0,run_gg_hhhg_4_25.9808_0.0,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_25.9808_0.0_hhhbb_stage2.root,7911388,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_25.9808_0.0/merge_summary.json,10000,2,0.00568868182488,5.68868182488,5.69e-06,5.69,0.000231718904065,ok
150,1.0,-100.0,run_gg_hhhg_4_1.0_-100.0,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_1.0_-100.0_hhhbb_stage2.root,8183181,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_1.0_-100.0/merge_summary.json,10000,0,8.52104909338e-05,0.0852104909338,8.52e-08,0.0852,0.000123117865948,ok
151,-1.0,0.0,run_gg_hhhg_4_-1.0_0.0,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_-1.0_0.0_hhhbb_stage2.root,8041975,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_-1.0_0.0/merge_summary.json,10000,0,1.14468642198e-06,0.00114468642198,1.14e-09,0.00114,0.00409406619529,ok
152,6.0,100.0,run_gg_hhhg_4_6.0_100.0,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_6.0_100.0_hhhbb_stage2.root,8070550,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_6.0_100.0/merge_summary.json,10000,0,0.000113664063319,0.113664063319,1.137e-07,0.1137,0.000316165728931,ok
153,0.0,-700.0,run_gg_hhhg_4_0.0_-700.0,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/events/run_gg_hhhg_4_0.0_-700.0_hhhbb_stage2.root,8167596,/mnt/ssd2/Projects/4H/QuadrupleHiggsAnalysis_runs/HerwigForcedSplitting/gg_hhhg_c3d4_10k_hhhbb_153_20260727/run_gg_hhhg_4_0.0_-700.0/merge_summary.json,10000,0,0.00374448411072,3.74448411072,3.74e-06,3.74,0.00119752430279,ok
