file,run_group,c3,d4,entries,selected_entries,threshold,xsec_fb,rate_factor,effective_xsec_fb,generated_events,normalisation_weight,normalisation_source,expected_preselected_events,expected_selected_events,expected_selected_error,raw_sigma_eff_fb,effective_sigma_eff_fb,weighted_efficiency,raw_weight_efficiency,mean_score,raw_xsec_fb,analysis_efficiency,xgboost_efficiency,final_efficiency
/home/apapaefs/Projects/AlpGen/alpgen_mod_repo/4H/Signals/events/HW-gg_hhhh_SM_var.smearCMS.root,,,,990,128,0.904,0.000124288,0.06269990265972783,7.792845501772253e-06,10000,10000.0,input_weight_sum,0.0023144751140263594,0.00029924526726805454,2.6449794715402776e-05,1.5908864000000003e-06,9.974842242268484e-08,0.1292929292929293,0.1292929292929293,0.6693386847614263,0.000124288,0.099,0.1292929292929293,0.0128
