file,run_group,c3,d4,entries,selected_entries,threshold,xsec_fb,rate_factor,effective_xsec_fb,generated_events,expected_preselected_events,expected_selected_events,expected_selected_error,raw_sigma_eff_fb,effective_sigma_eff_fb,weighted_efficiency,raw_weight_efficiency,mean_score,raw_xsec_fb,analysis_efficiency,xgboost_efficiency,final_efficiency
HerwigSignalPoints/c3d4_10k/events/HW-run_gg_4h_4_0.258819_0.0_var.smearCMS.root,4,0.258819,0.0,914,112,0.904,0.00012997,0.06269990265972783,8.149106348684825e-06,10000,0.0022344849608093784,0.0002738099733158101,2.5872610567245186e-05,1.4556639999999997e-06,9.126999110527003e-08,0.12253829321663022,0.12253829321663019,0.5890774732199344,0.00012997,0.09139999999999997,0.12253829321663022,0.011199999999999998
HerwigSignalPoints/c3d4_10k/events/HW-run_gg_4h_4_0.5_-100.0_var.smearCMS.root,4,0.5,-100.0,1002,106,0.904,0.06278,0.06269990265972783,0.003936299888977713,10000,1.1832517466267003,0.12517433646949125,0.012158006334276819,0.0006654679999999998,4.172477882316375e-05,0.10578842315369262,0.10578842315369262,0.5898824581093789,0.06278,0.10019999999999997,0.10578842315369262,0.010599999999999997
HerwigSignalPoints/c3d4_10k/events/HW-run_gg_4h_4_0.5_-70.7107_var.smearCMS.root,4,0.5,-70.7107,960,119,0.904,0.032743999999999995,0.06269990265972783,0.0020530456126901277,10000,0.5912771364547567,0.07329372837303752,0.0067188250641157495,0.0003896535999999997,2.4431242791012508e-05,0.1239583333333333,0.12395833333333334,0.5975634092455342,0.032743999999999995,0.09599999999999999,0.1239583333333333,0.011899999999999994
HerwigSignalPoints/c3d4_10k/events/HW-run_gg_4h_4_0.5_0.0_var.smearCMS.root,4,0.5,0.0,990,118,0.904,0.00014514,0.06269990265972783,9.100263872032898e-06,10000,0.0027027783699937703,0.0003221493410699646,2.965625065616793e-05,1.7126520000000003e-06,1.0738311368998821e-07,0.11919191919191922,0.1191919191919192,0.5926522722115006,0.00014514,0.09899999999999999,0.11919191919191922,0.011800000000000001
HerwigSignalPoints/c3d4_10k/events/HW-run_gg_4h_4_0.5_100.0_var.smearCMS.root,4,0.5,100.0,966,112,0.904,0.05172,0.06269990265972783,0.0032428389655611233,10000,0.9397747322196133,0.10895938924285371,0.01029569453364562,0.0005792639999999998,3.631979641428457e-05,0.11594202898550725,0.11594202898550725,0.5818543063860394,0.05172,0.09659999999999998,0.11594202898550725,0.011199999999999996
HerwigSignalPoints/c3d4_10k/events/HW-run_gg_4h_4_0.5_70.7107_var.smearCMS.root,4,0.5,70.7107,990,127,0.904,0.0249206,0.06269990265972783,0.0015625191942220133,10000,0.4640682006839377,0.05953198129985868,0.005282609112486799,0.00031649161999999987,1.984399376661956e-05,0.12828282828282828,0.12828282828282828,0.5926788985635144,0.0249206,0.09899999999999995,0.12828282828282828,0.012699999999999994
HerwigSignalPoints/c3d4_10k/events/HW-run_gg_4h_4_0.707107_0.0_var.smearCMS.root,4,0.707107,0.0,969,128,0.904,0.000166682,0.06269990265972783,1.0450945175128754e-05,10000,0.0030380897624099294,0.0004013162947249443,3.547168417508339e-05,2.1335296000000006e-06,1.337720982416481e-07,0.1320949432404541,0.13209494324045407,0.6023965952216318,0.000166682,0.09690000000000001,0.1320949432404541,0.012800000000000004
HerwigSignalPoints/c3d4_10k/events/HW-run_gg_4h_4_0.866025_-100.0_var.smearCMS.root,4,0.866025,-100.0,889,96,0.904,0.07390000000000001,0.06269990265972783,0.004633522806553887,10000,1.2357605325079217,0.13344545682875195,0.013619719905126806,0.00070944,4.4481818942917315e-05,0.10798650168728909,0.10798650168728909,0.6003198531831859,0.07390000000000001,0.0889,0.10798650168728909,0.0096
HerwigSignalPoints/c3d4_10k/events/HW-run_gg_4h_4_0.866025_-70.7107_var.smearCMS.root,4,0.866025,-70.7107,924,100,0.904,0.038564,0.06269990265972783,0.002417959046169744,10000,0.670258247598253,0.0725387713850923,0.007253877138509233,0.0003856399999999998,2.417959046169743e-05,0.10822510822510818,0.10822510822510822,0.5989545509891959,0.038564,0.0924,0.10822510822510818,0.009999999999999995
HerwigSignalPoints/c3d4_10k/events/HW-run_gg_4h_4_0.866025_0.0_var.smearCMS.root,4,0.866025,0.0,974,105,0.904,0.000190927,0.06269990265972783,1.1971104315113855e-05,10000,0.003497956680876269,0.0003770897859260865,3.680019495934145e-05,2.0047335000000004e-06,1.256965953086955e-07,0.10780287474332649,0.10780287474332649,0.5941643930141656,0.000190927,0.09740000000000001,0.10780287474332649,0.010500000000000002
HerwigSignalPoints/c3d4_10k/events/HW-run_gg_4h_4_0.866025_100.0_var.smearCMS.root,4,0.866025,100.0,996,113,0.904,0.06033,0.06269990265972783,0.00378268512746138,10000,1.1302663160854607,0.12823302582094082,0.012063148340573168,0.0006817290000000002,4.2744341940313605e-05,0.11345381526104417,0.11345381526104417,0.6008005128761035,0.06033,0.09960000000000002,0.11345381526104417,0.011300000000000003
HerwigSignalPoints/c3d4_10k/events/HW-run_gg_4h_4_0.866025_70.7107_var.smearCMS.root,4,0.866025,70.7107,926,99,0.904,0.029064000000000003,0.06269990265972783,0.00182230997090233,10000,0.5062377099166673,0.054122606135799195,0.005439526582685846,0.0002877336,1.8040868711933064e-05,0.10691144708423325,0.10691144708423327,0.5827069608751105,0.029064000000000003,0.09260000000000002,0.10691144708423325,0.009899999999999999
HerwigSignalPoints/c3d4_10k/events/HW-run_gg_4h_4_0.965926_0.0_var.smearCMS.root,4,0.965926,0.0,1007,122,0.904,0.00020849,0.06269990265972783,1.3072302705526655e-05,10000,0.003949142647339603,0.00047844627902227565,4.33164908125487e-05,2.5435780000000008e-06,1.5948209300742521e-07,0.1211519364448858,0.1211519364448858,0.6106240876257611,0.00020849,0.10070000000000003,0.1211519364448858,0.012200000000000003
HerwigSignalPoints/c3d4_10k/events/HW-run_gg_4h_4_1.0_-100.0_var.smearCMS.root,4,1.0,-100.0,956,75,0.904,0.079924,0.06269990265972783,0.0050112270201760865,10000,1.4372199093865015,0.11275260795396194,0.013019549710810456,0.00059943,3.758420265132065e-05,0.0784518828451883,0.07845188284518828,0.5914620791019279,0.079924,0.09559999999999999,0.0784518828451883,0.0075
HerwigSignalPoints/c3d4_10k/events/HW-run_gg_4h_4_1.0_-70.7107_var.smearCMS.root,4,1.0,-70.7107,942,83,0.904,0.041627,0.06269990265972783,0.0026100088480164904,10000,0.7375885004494601,0.06498922031561064,0.00713349367524995,0.00034550410000000015,2.1663073438536877e-05,0.08811040339702764,0.0881104033970276,0.5875113576254165,0.041627,0.09419999999999999,0.08811040339702764,0.008300000000000004
HerwigSignalPoints/c3d4_10k/events/HW-run_gg_4h_4_1.0_0.0_var.smearCMS.root,4,1.0,0.0,934,106,0.904,0.000215034,0.06269990265972783,1.3482610868531913e-05,10000,0.0037778275653626405,0.00042874702561931477,4.164359245117683e-05,2.2793603999999992e-06,1.4291567520643825e-07,0.11349036402569596,0.11349036402569593,0.6104351829780301,0.000215034,0.09339999999999996,0.11349036402569596,0.010599999999999997
HerwigSignalPoints/c3d4_10k/events/HW-run_gg_4h_4_1.0_100.0_var.smearCMS.root,4,1.0,100.0,965,111,0.904,0.06519599999999999,0.06269990265972783,0.004087782853803615,10000,1.1834131361761466,0.13612316903166047,0.012920239429356944,0.0007236756000000003,4.5374389677220155e-05,0.11502590673575136,0.11502590673575129,0.5952868021267027,0.06519599999999999,0.0965,0.11502590673575136,0.011100000000000007
HerwigSignalPoints/c3d4_10k/events/HW-run_gg_4h_4_1.0_70.7107_var.smearCMS.root,4,1.0,70.7107,966,95,0.904,0.031149999999999997,0.06269990265972783,0.0019531019678505218,10000,0.5660089502830812,0.05566340608373988,0.0057109449645242165,0.000295925,1.8554468694579962e-05,0.09834368530020707,0.09834368530020704,0.5939460815403873,0.031149999999999997,0.0966,0.09834368530020707,0.009500000000000001
HerwigSignalPoints/c3d4_10k/events/HW-run_gg_4h_4_15.0_0.0_var.smearCMS.root,4,15.0,0.0,814,83,0.904,3.5676,0.06269990265972783,0.223688172728845,10000,54.62465178038394,5.5698355009482405,0.61136887202589,0.02961108,0.0018566118336494136,0.10196560196560198,0.10196560196560196,0.5601261627310612,3.5676,0.08139999999999999,0.10196560196560198,0.0083
HerwigSignalPoints/c3d4_10k/events/HW-run_gg_4h_4_21.2132_-700.0_var.smearCMS.root,4,21.2132,-700.0,912,117,0.904,229.578,0.06269990265972783,14.394518252814995,10000,3938.3401939701835,505.24759067380637,46.710156281514095,2.6860626,0.16841586355793545,0.1282894736842105,0.12828947368421054,0.6120986645794146,229.578,0.09120000000000002,0.1282894736842105,0.0117
